trust_1	populism_1	populism_2	populism_3	populism_4	populism_5	age	gender	hhi	hispanic	cov_beh_sum	cons_biowpn	cons_covax	cons_biowpn_dummy	cons_covax_dummy	white	highered	idlg	pid3	pid2	md_radio	md_national	md_broadcast	md_localtv	md_localpap	md_fox	md_con	md_agg	weight	rw_news	ms_news
4	4	4	1	3	4	29	1	13	1	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	0.8602093	4.0	3.8333333
2	3	4	4	1	1	35	2	1	0	14.0	2.0	1.0	0.0	0.0	1.0	0.0		2.0		1.0	3.0	1.0	1.0	3.0	1.0	3.0	1.0	0.9664874	2.0	1.6666666
4	4	4	1	1	1	49	2	2	0	4.0	4.0	1.0	1.0	0.0		0.0	4.0	1.0	1.0	2.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0		1.0	2.1666667
1	4	4	4	3	2	38	1	18	0	2.0	4.0	4.0	1.0	1.0	1.0	1.0	5.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	0.68068993	2.5	1.0
1	3	3	3	4	4	60	2	4	0	6.0	3.0	3.0	1.0	1.0	1.0	1.0	5.0	2.0	2.0	2.0	4.0	3.0	4.0	3.0	4.0	3.0	2.0	0.68068993	3.5	3.0
3	1	3	4	3	3	56	1	17	0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	1.0	3.0	3.0	3.0	1.0	4.0	3.0	3.0	0.68068993	3.5	2.3333333
4	4	4	2	1	1	55	1	20	0	16.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0	3.0	3.0	1.0	1.0	1.0	0.68068993	1.0	3.0
4	3	4	2	1	3	23	1	9	0	2.0	3.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	3.0	3.0	4.0	4.0	1.0	1.0	1.0	4.0	1.0316527	1.0	3.1666667
3	3	3	2	2	2	20	1	18	0	6.0	3.0	2.0	1.0	0.0	1.0	1.0	6.0	3.0	2.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	3.0	0.68068993	2.5	3.1666667
3	3	3	3	3	2	57	2	2	0	7.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	2.0	3.0	3.0	3.0	2.0	1.0	1.0	1.0	0.9664874	1.0	2.3333333
4	3	3	2	1	1	40	1	2	0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	3.0	1.4648074	1.0	2.3333333
3	3	4	2	3	2	62	1	7	0	11.0	4.0	2.0	1.0	0.0	1.0	0.0	7.0	3.0	2.0	3.0	3.0	2.0	2.0	1.0	4.0	3.0	1.0	0.9664874	3.5	2.0
4	4	4	4	3	3	43	1	4	0	13.0	2.0	1.0	0.0	0.0	1.0	0.0	7.0	3.0	2.0	1.0	1.0	3.0	4.0	1.0	1.0	1.0	4.0	0.9664874	1.0	2.3333333
4	3	2	3	3	3	20	2	7	0	10.0	3.0	3.0	1.0	1.0	1.0	0.0				1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	0.9664874	2.0	1.5
4	4	4	4	4	4	58	2	1	0	16.0	2.0	4.0	0.0	1.0	1.0	0.0	4.0	1.0	1.0	3.0	3.0	3.0	4.0	1.0	4.0	1.0	1.0	0.9664874	2.5	2.5
1	3	2	3	2	2	31	1	9	0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	6.0			1.0	1.0	2.0	2.0	1.0	3.0	3.0	2.0	0.9664874	3.0	1.5
3	3	4	3	3	2	70	2	9	0	16.0	3.0	3.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	3.0	1.0	2.0	2.0	1.0	4.0	4.0	2.0	0.68068993	4.0	1.8333334
3	4	4	4	3	3	35	1	4	1	3.0	4.0	4.0	1.0	1.0	0.0	0.0	4.0	2.0	1.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	4.0	1.8511235	3.0	3.6666667
4	4	3	2	2	2	41	2	19	0	16.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	0.68068993	1.5	1.8333334
4	4	4	1	4	4	56	2	14	0	14.0	4.0	1.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	3.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	0.68068993	4.0	1.3333334
3	3	3	2	3	2	49	1	19	0	16.0	4.0	4.0	1.0	1.0	1.0	0.0	4.0	1.0	1.0	1.0	3.0	4.0	4.0	2.0	4.0	4.0	3.0	0.9664874	4.0	2.8333333
3	3	3	3	3	3	41	1	1	0	5.0	3.0	2.0	1.0	0.0	1.0	0.0				2.0	1.0	3.0	3.0	1.0	3.0	1.0	2.0	0.9664874	2.0	2.0
2	3	2	3	3	3	46	2	6	0	13.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	3.0	2.0	3.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	0.68068993	1.0	2.0
3	3	3	3	4	3	45	2	8	0	8.0	2.0	2.0	0.0	0.0	1.0	0.0	3.0	2.0	1.0	4.0	2.0	3.0	4.0	3.0	3.0	2.0	2.0	0.9664874	2.5	3.0
4	4	3	1	3	2	53	1	13	0	13.0	1.0	1.0	0.0	0.0	1.0	0.0	6.0	3.0	2.0	1.0	1.0	3.0	4.0	1.0	1.0	2.0	3.0	0.9664874	1.5	2.1666667
4	3	3	1	3	3	57	1	6	0	4.0	4.0	1.0	1.0	0.0	1.0	0.0	4.0	3.0	2.0	2.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	2.1666667
4	3	3	3	3	4	38	1	4	1	5.0	1.0	4.0	0.0	1.0	0.0	1.0	4.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	1.3037325	3.5	3.0
2	4	4	1	4	4	58	1	19	0	19.0	1.0	1.0	0.0	0.0	1.0	1.0	6.0	3.0	2.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	0.68068993	4.0	3.6666667
3	4	4	4	4	4	56	1	2	0	11.0	4.0	3.0	1.0	1.0	1.0	0.0	4.0	3.0	2.0	4.0	3.0	4.0	4.0	3.0	2.0	1.0	1.0	0.9664874	1.5	3.1666667
4	4	4	4	4	4	51	2	21	0	3.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	0.68068993	3.5	3.3333333
3	3	3	3	3	3	47	2	19	0	7.0	1.0	2.0	0.0	0.0	1.0	0.0	4.0	3.0	2.0	2.0	1.0	4.0	4.0	1.0	4.0	1.0	1.0	0.9664874	2.5	2.1666667
3	3	2	3	3	3	36	2	1	0	5.0	4.0	3.0	1.0	1.0	1.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
3	4	3	3	3	3	60	1	2	0	8.0	4.0	3.0	1.0	1.0	1.0	0.0	6.0	3.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	3.0	1.0	0.9664874	3.0	1.1666666
3	3	3	2	2	2	46	2	4	0	16.0	2.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	2.0	2.0	2.0	3.0	4.0	3.0	3.0	2.0	3.0	0.9664874	2.5	2.8333333
3	2	2	2	3	1	34	1	9	0	2.0	3.0	2.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	3.0	4.0	3.0	2.0	3.0	3.0	3.0	3.0	0.68068993	3.0	3.0
3	2	4	3	1	1	40	1	12	0	14.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	3.0	2.0	3.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	0.9664874	2.0	2.3333333
3	3	3	2	2	2	68	2	8	0	11.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.1666667
3	3	4	4	2	2	19	2	3	1	13.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	3.0	1.0	4.0	2.0	2.0	1.0	2.0	1.8511235	1.5	2.3333333
3	3	3	3	2	2	29	1	4	1	5.0	3.0	4.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	2.0	3.0	3.0	3.0	1.0	3.0	2.0	3.0	1.3037325	2.5	2.5
3	4	3	2	1	1	19	1	1	0	8.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	3.0	0.9664874	1.0	2.0
1	3	2	2	3	1	41	1	6	0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4648074	1.0	1.0
3	2	3	2	3	2	20	1	1	0	3.0	3.0	3.0	1.0	1.0	0.0	0.0	6.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0	3.0	1.4648074	3.0	2.5
2	3	3	4	3	2	50	2	6	0	7.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0	3.0	2.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.5
4	4	4	4	3	2	71	2	5	0	14.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	0.68068993	1.0	2.0
2	3	4	3	2	2	59	1	4	0	2.0	1.0	2.0	0.0	0.0	1.0	1.0	4.0	2.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	3.0	0.68068993	1.0	2.0
3	3	3	2	2	3	42	1	9	0	15.0	3.0	2.0	1.0	0.0	1.0	1.0	5.0	3.0	2.0	3.0	3.0	3.0	4.0	3.0	4.0	2.0	1.0	0.68068993	3.0	2.8333333
3	3	3	4	4	3	30	1	20	0	5.0	2.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	2.0	2.0	3.0	4.0	4.0	2.0	3.0	1.0316527	3.0	2.8333333
2	2	2	2	2	2	26	1	1	1	2.0	3.0	4.0	1.0	1.0	0.0	1.0	4.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	1.3037325	3.0	1.8333334
3	3	2	2	2	3	50	1	3	0	3.0	3.0	3.0	1.0	1.0	0.0	1.0	4.0	2.0	2.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	1.0316527	3.0	2.5
4	3	4	3	2	1	71	2	15	0	11.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	4.0	2.0	4.0	2.0	2.0	1.0	1.0	1.0	0.68068993	1.0	2.5
3	2	3	4	2	1	61	1	4	0	13.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0	3.0	2.0	4.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	2.5
4	4	4	4	1	1	34	2	11	1	8.0	4.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.3037325	4.0	4.0
4	4	4	2	2	1	71	2	7	0	15.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	2.0	0.9664874	1.0	2.3333333
3	2	3	3	2	3	25	1	11	0	1.0	3.0	3.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	3.0	2.0	2.0	3.0	1.0	3.0	2.0	3.0	1.4648074	2.5	2.3333333
4	3	4	3	2	2	60	2	1	0	7.0	3.0	2.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	4.0	1.0	4.0	4.0	4.0	1.0	4.0	1.0	0.68068993	2.5	3.0
3	3	3	4	2	1	27	2	6	0	11.0	2.0	3.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	3.0	3.0	3.0	1.0	3.0	1.0	2.0	0.68068993	2.0	2.3333333
3	3	3	3	4	2	45	2	1	0	13.0	4.0	3.0	1.0	1.0	1.0	0.0				1.0	1.0	3.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.8333334
3	2	4	4	3	2	52	1	5	0	1.0	2.0	3.0	0.0	1.0	0.0	0.0	6.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4648074	1.0	1.0
3	4	4	2	4	1	52	2	1	0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	4.0	2.0	1.0	1.0	1.0	0.68068993	1.0	2.3333333
3	2	3	3	2	3	36	1	7	1	7.0	3.0	2.0	1.0	0.0	0.0	0.0		3.0	2.0	2.0	3.0	4.0	4.0	1.0	1.0	1.0	2.0	1.8511235	1.0	2.6666667
3	2	2	2	2	2	38	1	1	0	9.0	4.0	4.0	1.0	1.0	0.0	0.0	5.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0	3.0	3.0	3.0	1.4648074	3.0	2.1666667
2	2	3	2	3	3	42	1	15	0	7.0	2.0	2.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0	2.0	2.0	1.0	1.0	0.68068993	1.5	1.8333334
4	4	3	3	3	2	62	2	6	0	13.0	2.0	3.0	0.0	1.0	1.0	0.0	7.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.9664874	3.0	2.6666667
2	3	4	3	3	3	20	1	1	1	12.0	2.0	2.0	0.0	0.0	0.0	0.0		2.0	1.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	1.8511235	3.0	2.6666667
4	2	2	2	2	2	37	1	7	0	6.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	0.68068993	1.0	1.8333334
1	4	4	3	2	3	23	2	5	0	1.0	4.0	4.0	1.0	1.0	1.0	0.0	4.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	1.0	1.0	0.9664874	1.0	1.6666666
4	4	4	3	3	2	27	1	1	0	17.0	4.0	4.0	1.0	1.0	0.0	0.0	6.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	1.4648074	2.0	2.0
2	3	3	2	3	3	65	2	8	0	13.0	1.0	1.0	0.0	0.0	1.0	0.0	6.0	3.0	2.0	1.0	1.0	3.0	4.0	4.0	1.0	1.0	1.0	0.9664874	1.0	2.3333333
3	3	3	3	2	3	24	1	3	0	7.0	3.0	3.0	1.0	1.0	1.0	0.0	5.0	3.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	4.0	0.9664874	3.0	3.8333333
3	3	4	4	1	1	32	1	24	1	14.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	2.0	4.0	4.0	4.0	2.0	2.0	2.0	3.0	1.3037325	2.0	3.1666667
3	3	3	3	3	4	48	2	9	0	1.0	3.0	3.0	1.0	1.0	1.0	0.0	5.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	4.0	2.0	2.0	0.9664874	3.0	2.3333333
3	2	2	3	3	3	48	1	7	0	3.0	3.0	2.0	1.0	0.0	1.0	0.0				1.0	1.0	4.0	4.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.3333333
4	4	4	2	2	1	67	1	9	0	15.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	4.0	4.0	2.0	1.0	1.0	1.0	0.9664874	1.0	2.5
4	3	4	4	3	3	47	1	9	0	13.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	3.0	0.9664874	1.0	2.3333333
4	2	2	2	2	1	58	2	18	0	13.0	2.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	3.0	4.0	4.0	4.0	3.0	1.0	1.0	1.0	0.68068993	1.0	3.1666667
3	2	3	3	2	3	24	1	3	0	2.0	3.0	3.0	1.0	1.0	1.0	0.0	6.0	3.0	2.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	0.9664874	3.0	3.0
3	2	3	3	3	1	68	2	3	0	16.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	2.0	1.0	1.0	4.0	4.0	1.0	2.0	1.0	1.0	0.9664874	1.5	2.0
3	2	3	2	2	2	46	1	9	0	6.0	2.0	3.0	0.0	1.0	1.0	1.0	4.0	3.0	2.0	1.0	3.0	4.0	4.0	3.0	4.0	1.0	1.0	0.68068993	2.5	2.6666667
3	3	4	3	3	2	75	2	8	0	8.0	2.0	3.0	0.0	1.0	1.0	0.0		3.0	2.0	4.0	4.0	4.0	4.0	3.0	3.0	1.0	1.0	0.9664874	2.0	3.3333333
4	4	4	4	4	3	35	1	19	1	8.0	4.0	3.0	1.0	1.0	1.0	1.0	6.0	3.0	2.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	0.8602093	4.0	3.6666667
4	4	4	3	1	1	67	1	9	0	8.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.8333334
2	2	1	2	1	2	20	1	7	1	3.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	3.0	2.0	2.0	1.0	3.0	3.0	2.0	3.0	3.0	3.0	1.2213807	3.0	2.3333333
4	3	3	1	1	1	38	1	6	0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.68068993	2.0	2.0
2	3	3	3	2	3	24	1	6	1	5.0	3.0	3.0	1.0	1.0	1.0	1.0	6.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	0.8602093	2.0	2.3333333
3	2	3	2	2	2	43	2	17	0	9.0	3.0	3.0	1.0	1.0	1.0	1.0	5.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	0.68068993	2.5	1.8333334
3	1	1	1	1	1	68	1	1	0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	3.0	2.0	2.0	1.0	1.0	4.0	1.0	4.0	3.0	1.0	1.4648074	3.5	1.6666666
4	2	3	2	3	2	23	1	9		5.0	2.0	3.0	0.0	1.0	0.0	1.0	7.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	4.0	4.0	3.0		4.0	2.6666667
3	3	4	3	3	2	20	1	4	0	7.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	1.4648074	1.0	1.6666666
3	3	4	1	2	1	29	1	6	1	15.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	3.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	1.2213807	2.5	3.1666667
4	4	4	2	1	1	70	2	4	0	20.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	3.0	4.0	4.0	4.0	3.0	2.0	1.0	3.0	1.0316527	1.5	3.5
3	3	3	2	2	3	51	2	6	0	16.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0	3.0	2.0	2.0	1.0	4.0	4.0	2.0	4.0	2.0	2.0	0.9664874	3.0	2.5
3	3	4	3	3	2	86	2	6	0	8.0	2.0	3.0	0.0	1.0	1.0	0.0	4.0	3.0	2.0	4.0	1.0	3.0	3.0	2.0	3.0	3.0	1.0	0.9664874	3.0	2.3333333
3	3	4	4	4	4	72	1	12	0	14.0	4.0	2.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.0
1	4	4	4	3	3	29	1	1	0	2.0	4.0	4.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.4648074	3.0	2.3333333
3	3	4	3	3	3	56	2	1	0	15.0	2.0	3.0	0.0	1.0	1.0	0.0				2.0	1.0	3.0	3.0	1.0	2.0	1.0	1.0	0.9664874	1.5	1.8333334
3	3	3	3	2	3	19	1	1	1	16.0	1.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	3.0	4.0	3.0	4.0	4.0	3.0	3.0	4.0	1.2213807	3.0	3.6666667
3	3	3	1	2	2	23	2		0	14.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	1.4648074	2.0	2.5
3	3	4	4	2	1	64	2	2	0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	0.68068993	1.0	2.1666667
3	2	4	2	3	2	19	1	15	0	8.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.1666666
3	3	4	2	3	3	55	1	1	0	7.0	3.0	2.0	1.0	0.0	1.0	0.0	6.0	2.0	2.0	1.0	1.0	3.0	1.0	3.0	4.0	3.0	1.0	0.9664874	3.5	1.6666666
3	3	3	1	3	1	51	1	16	0	7.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	3.0	0.68068993	4.0	3.5
3	3	2	2	2	2	45	2	5	0	17.0	3.0	3.0	1.0	1.0	1.0	0.0	4.0	2.0	2.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	3.0	0.9664874	1.0	2.3333333
3	4	4	4	3	2	29	1	3	0	5.0	3.0	3.0	1.0	1.0	0.0	1.0	6.0	1.0	1.0	1.0	2.0	3.0	4.0	1.0	3.0	1.0	1.0	1.0316527	2.0	2.0
4	3	4	3	1	2	67	2	20	0	9.0	2.0	1.0	0.0	0.0	1.0	1.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	3.0	1.0	1.0	4.0	0.68068993	1.0	3.0
4	2	1	3	3	2	59	1	14	0	12.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	3.0	2.0	2.0	2.0	2.0	1.0	3.0	3.0	1.0	1.0	0.9664874	2.0	1.8333334
3	3	3	2	2	2	59	2	3	0	9.0	2.0	2.0	0.0	0.0	1.0	0.0	5.0	1.0	1.0	2.0	2.0	3.0	4.0	3.0	3.0	1.0	1.0	0.9664874	2.0	2.5
3	2	3	2	3	2	21	1	10	0	1.0	2.0	3.0	0.0	1.0	1.0	0.0	7.0	3.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	3.0	2.0	0.9664874	3.0	1.8333334
4	4	4	4	2	1	48	2	14	0	8.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	2.0
2	4	4	4	4	3	33	2	1	0	12.0	3.0	1.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.4648074	1.0	1.3333334
3	4	3	1	2	1	18	2	11	0	7.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.5
3	2	4	2	3	2	63	2	5	0	8.0	3.0	2.0	1.0	0.0	1.0	0.0	6.0	2.0	2.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	0.9664874	1.0	1.5
4	3	4	3	4	4	64	1	6	0	11.0	3.0	1.0	1.0	0.0	1.0	0.0	5.0	2.0		1.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	0.9664874	2.5	3.0
1	4	4	1	4	4	60	1	4	0	1.0	4.0	1.0	1.0	0.0	1.0	0.0	7.0	3.0	2.0	1.0	1.0	1.0	3.0	3.0	3.0	1.0	1.0	0.9664874	2.0	1.6666666
1	4	4	4	3	1	37	2	5	0	17.0	2.0	2.0	0.0	0.0	1.0	0.0	5.0	2.0	2.0	1.0	1.0	3.0	4.0	2.0	3.0	2.0	1.0	0.9664874	2.5	2.0
4	3	4	2	2	3	28	1	6	0	3.0	4.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	3.0	4.0	3.0	2.0	4.0	0.68068993	2.5	3.0
3	4	2	3	2	2	26	1	3	0	12.0	3.0	2.0	1.0	0.0	0.0	0.0	5.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.4648074	3.0	3.0
1	2	3	3	1	4	47	1	1		6.0	1.0	4.0	0.0	1.0	0.0	0.0	5.0	1.0	1.0	3.0	3.0	2.0	4.0	3.0	1.0	1.0	3.0		1.0	3.0
4	3	4	3	4	1	64	1	3	0	11.0	1.0	1.0	0.0	0.0	1.0	0.0		2.0	1.0	2.0	2.0	4.0	4.0	2.0	4.0	2.0	2.0	0.9664874	3.0	2.6666667
4	4	4	2	3	1	61	1	3	0	14.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	2.0	2.0	4.0	4.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.6666667
4	2	3	4	1	1	19	1	21	0	16.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.5
4	3	3	4	1	4	45	2	1	0	16.0	4.0	4.0	1.0	1.0	1.0	0.0	4.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.9664874	1.0	1.3333334
2	4	1	1	2	3	60	1	1	0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	6.0	3.0	2.0	1.0	1.0	1.0	4.0	4.0	1.0	4.0	3.0	0.9664874	2.5	2.3333333
3	2	2	2	3	3	18	2	4	1	5.0	3.0	2.0	1.0	0.0	0.0	0.0	5.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.8511235	1.5	1.5
3	3	3	1	3	1	51	1	5	0	17.0	3.0	2.0	1.0	0.0	1.0	0.0	6.0	3.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	1.0	0.9664874	3.0	3.1666667
4	3	2	3	2	2	67	1	12	0	14.0	2.0	1.0	0.0	0.0	1.0	0.0	5.0	2.0	1.0	3.0	2.0	4.0	4.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.8333333
3	3	3	3	4	3	54	1	6	1	20.0	3.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	3.0	2.0	3.0	3.0	3.0	4.0	0.8602093	3.0	2.8333333
4	4	2	3	1	1	21	2	10	0	8.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	2.0	2.0	4.0	2.0	2.0	4.0	0.9664874	2.0	2.8333333
4	1	3	2	1	1	19	1	16	0	18.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.4648074	3.0	2.8333333
2	4	4	4	3	2	29	2	6	0	11.0	4.0	4.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.0
1	3	2	2	3	3	21	1	8	1	3.0	2.0	2.0	0.0	0.0	0.0	0.0	5.0	3.0	2.0	2.0	3.0	4.0	2.0	3.0	4.0	3.0	4.0	1.8511235	3.5	3.0
